D,512,01/29/2020,05:08:01,3.193,18,85061768,1
D,513,01/29/2020,06:08:01,3.192,18,1464517632,1
D,514,01/29/2020,07:08:01,3.193,18,1463559168,1
D,515,01/29/2020,08:08:01,3.193,18,1463825280,1
D,516,01/29/2020,17:00:01,3.195,18,5193,1
D,517,01/29/2020,18:00:01,3.194,18,4134,1
D,518,01/29/2020,19:00:01,3.193,18,3707,1
D,519,01/29/2020,20:00:01,3.193,18,10816,1
D,520,01/29/2020,21:00:01,3.192,17,2950,1
D,521,01/29/2020,22:00:01,3.194,17,3172,1
D,522,01/29/2020,23:00:01,3.191,17,4022,1
D,523,01/30/2020,00:00:01,3.192,17,6659,1
D,524,01/30/2020,01:00:01,3.193,17,12369,1
D,525,01/30/2020,02:00:02,3.192,18,130320,1
D,526,01/30/2020,03:08:01,3.192,18,1432124032,1
D,527,01/30/2020,04:08:01,3.193,17,-1526789376,1
D,528,01/30/2020,05:08:01,3.194,18,-1527628544,1
D,529,01/30/2020,06:08:01,3.193,17,-1528604160,1
D,530,01/30/2020,07:08:01,3.192,18,-1530090496,1
D,531,01/30/2020,08:08:01,3.191,18,-1530234368,1
D,532,01/30/2020,17:00:01,3.192,18,4674,1
D,533,01/30/2020,18:00:01,3.193,18,3250,1
D,534,01/30/2020,19:00:01,3.193,18,2041,1
D,535,01/30/2020,20:00:01,3.193,18,3327,1
D,536,01/30/2020,21:00:01,3.192,18,3459,1
D,537,01/30/2020,22:00:01,3.194,17,3424,1
D,538,01/30/2020,23:00:01,3.194,17,4979,1
D,539,01/31/2020,00:00:01,3.192,17,8142,1
D,540,01/31/2020,01:00:01,3.193,17,20877,1
D,541,01/31/2020,02:00:02,3.190,17,161356,1
D,542,01/31/2020,03:08:01,3.193,17,1432125568,1
D,543,01/31/2020,04:08:01,3.190,18,1349206528,1
D,544,01/31/2020,05:08:01,3.191,17,-1527555072,1
D,545,01/31/2020,06:08:01,3.192,18,-1528017920,1
D,546,01/31/2020,07:08:01,3.193,18,-1528869376,1
